kind,record_id,repo_id,status,usable,labeled_focal_method,labeled_focal_signature,top1_pred_name,top1_pred_signature,top1_score,top1_identifier_correct,top3_identifier_correct,top1_signature_correct,top3_signature_correct,top1_primary_correct,top3_primary_correct,ground_truth_rank_identifier,failure_mode,mapping_output_path,n_records,n_signature_records,top1_identifier_accuracy,top3_identifier_accuracy,top1_signature_accuracy,top3_signature_accuracy,top1_primary_accuracy,top3_primary_accuracy
record,c2t_6c7f1c29a7d5560c089d,4159017,ok,True,popTo,"public final int popTo(Matcher matcher, Appendable appendable)",popTo,"public final int popTo(Matcher matcher, Appendable appendable)",10.016917,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6c7f1c29a7d5560c089d.json,,,,,,,,
record,c2t_6c83d22627bc5be467a4,42949039,ok,True,getClobProperty,public String getClobProperty(String configurationKey),getClobProperty,public String getClobProperty(String configurationKey),8.75,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6c83d22627bc5be467a4.json,,,,,,,,
record,c2t_6cf0f4f9669cf87fd80f,35897457,ok,True,toString,@Override public String toString(),toString,@Override public String toString(),10.467391,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6cf0f4f9669cf87fd80f.json,,,,,,,,
record,c2t_6cfe8399bfde1761c0d3,42949039,ok,True,createBusinessObjectFormatExternalInterface,"@RequestMapping(value = BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_POST) public BusinessObjectFormatExternalInterface createBusinessObjectFormatExternalInterface(
        @RequestBody BusinessObjectFormatExternalInterfaceCreateRequest businessObjectFormatExternalInterfaceCreateRequest)",createBusinessObjectFormatExternalInterface,"@RequestMapping(value = BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_POST) public BusinessObjectFormatExternalInterface createBusinessObjectFormatExternalInterface( @RequestBody BusinessObjectFormatExternalInterfaceCreateRequest businessObjectFormatExternalInterfaceCreateRequest)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6cfe8399bfde1761c0d3.json,,,,,,,,
record,c2t_6d108af40e53526f78db,4159017,ok,True,getParser,@Override public Parser getParser(),getParser,@Override public Parser getParser(),7.830645,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6d108af40e53526f78db.json,,,,,,,,
record,c2t_6d6973e044dc1bf02fd9,42949039,ok,True,getXmlClobPropertyAndUnmarshallToObject,"@SuppressWarnings(""unchecked"") public T getXmlClobPropertyAndUnmarshallToObject(Class<T> classType, String configurationKey)",getXmlClobPropertyAndUnmarshallToObject,"@SuppressWarnings(""unchecked"") public <T> T getXmlClobPropertyAndUnmarshallToObject(Class<T> classType, String configurationKey)",8.297619,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6d6973e044dc1bf02fd9.json,,,,,,,,
record,c2t_6d93f97f1d5a8475c511,4159017,ok,True,execute,@Override public void execute(Machine machine),execute,@Override public void execute(Machine machine),6.931159,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6d93f97f1d5a8475c511.json,,,,,,,,
record,c2t_6ed7b90b4bcadb0208eb,4159017,ok,True,getParentNode,@Override public Object getParentNode(Object contextNode),getParentNode,@Override public Object getParentNode(Object contextNode),8.916667,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6ed7b90b4bcadb0208eb.json,,,,,,,,
record,c2t_6ee1bb5b59c709bf5610,42949039,ok,True,getAttributeValueLists,"@RequestMapping(value = ATTRIBUTE_VALUE_LIST_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_ATTRIBUTE_VALUE_LISTS_ALL_GET) public AttributeValueListKeys getAttributeValueLists()",getAttributeValueLists,"@RequestMapping(value = ATTRIBUTE_VALUE_LIST_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_ATTRIBUTE_VALUE_LISTS_ALL_GET) public AttributeValueListKeys getAttributeValueLists()",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6ee1bb5b59c709bf5610.json,,,,,,,,
record,c2t_6ef386d4ef44abc74a27,4159017,ok,True,backCommit,public static Instruction backCommit(int offset),backCommit,public static Instruction backCommit(int offset),10.75,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6ef386d4ef44abc74a27.json,,,,,,,,
record,c2t_6f250778d293841ef833,42949039,ok,True,logMethodTime,"@Around(""serviceMethods()"") public Object logMethodTime(ProceedingJoinPoint pjp)",logMethodTime,"@Around(""serviceMethods()"") public Object logMethodTime(ProceedingJoinPoint pjp) throws Throwable",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6f250778d293841ef833.json,,,,,,,,
record,c2t_6f7628fe24e307bcb158,4159017,ok,True,setValue,public void setValue(String value),setValue,public void setValue(String value),7.994186,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_6f7628fe24e307bcb158.json,,,,,,,,
record,c2t_70140bdb17f1e4ce1ae8,42949039,ok,True,getProperty,"public static String getProperty(ConfigurationValue configurationValue, Environment environment)",getProperty,"public static String getProperty(ConfigurationValue configurationValue, Environment environment)",8.716667,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_70140bdb17f1e4ce1ae8.json,,,,,,,,
record,c2t_70a779654e578222a31a,4159017,ok,True,peek,public final int peek(),peek,public final int peek(),11.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_70a779654e578222a31a.json,,,,,,,,
record,c2t_716638eb9f051a9c2b77,42949039,ok,True,getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus,"public List<BusinessObjectDefinitionDescriptionSuggestionEntity> getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus(
        final BusinessObjectDefinitionKey businessObjectDefinitionKey, final String status)",getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus,"public List<BusinessObjectDefinitionDescriptionSuggestionEntity> getBusinessObjectDefinitionDescriptionSuggestionsByBusinessObjectDefinitionAndStatus( final BusinessObjectDefinitionKey businessObjectDefinitionKey, final String status)",8.509162,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_716638eb9f051a9c2b77.json,,,,,,,,
record,c2t_716f51430b2b02c5100d,4159017,ok,True,parse,public ParsingResult parse(char[] input),parse,public ParsingResult parse(char[] input),8.985294,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_716f51430b2b02c5100d.json,,,,,,,,
record,c2t_71791fa2ac9799a2e2d0,42949039,ok,True,validateAttributesAgainstBusinessObjectDataAttributeDefinitions,"public void validateAttributesAgainstBusinessObjectDataAttributeDefinitions(final List<Attribute> attributes,
        final Collection<BusinessObjectDataAttributeDefinitionEntity> businessObjectDataAttributeDefinitionEntities)",validateAttributesAgainstBusinessObjectDataAttributeDefinitions,"public void validateAttributesAgainstBusinessObjectDataAttributeDefinitions(final List<Attribute> attributes, final Collection<BusinessObjectDataAttributeDefinitionEntity> businessObjectDataAttributeDefinitionEntities)",8.365385,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_71791fa2ac9799a2e2d0.json,,,,,,,,
record,c2t_7184286fb855aa0c1a6b,42949039,ok,True,invalidateUnregisteredBusinessObjectData,"public BusinessObjectDataInvalidateUnregisteredResponse invalidateUnregisteredBusinessObjectData(
        BusinessObjectDataInvalidateUnregisteredRequest businessObjectDataInvalidateUnregisteredRequest)",invalidateUnregisteredBusinessObjectData,public BusinessObjectDataInvalidateUnregisteredResponse invalidateUnregisteredBusinessObjectData( BusinessObjectDataInvalidateUnregisteredRequest businessObjectDataInvalidateUnregisteredRequest),8.268182,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7184286fb855aa0c1a6b.json,,,,,,,,
record,c2t_729862c6b646135f01f7,4159017,ok,True,pop,public final int pop(),pop,public final int pop(),11.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_729862c6b646135f01f7.json,,,,,,,,
record,c2t_7322c5db24fded243d6a,42949039,ok,True,validateAccess," void validateAccess(File propertiesFile, Boolean messageFlag)",validateAccess,"void validateAccess(File propertiesFile, Boolean messageFlag) throws IOException, ApiException",7.17735,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7322c5db24fded243d6a.json,,,,,,,,
record,c2t_73ade9324a512e707a38,42949039,ok,True,isBlankOrNull, Boolean isBlankOrNull(String key),isBlankOrNull,Boolean isBlankOrNull(String key),8.392857,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_73ade9324a512e707a38.json,,,,,,,,
record,c2t_74276c0c4322e2075f17,42949039,ok,True,createSearchIndex,"@RequestMapping(value = SEARCH_INDEXES_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_SEARCH_INDEXES_POST) public SearchIndex createSearchIndex(@RequestBody SearchIndexCreateRequest request)",createSearchIndex,"@RequestMapping(value = SEARCH_INDEXES_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_SEARCH_INDEXES_POST) public SearchIndex createSearchIndex(@RequestBody SearchIndexCreateRequest request)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_74276c0c4322e2075f17.json,,,,,,,,
record,c2t_7482fd90844696887ebb,4159017,ok,True,substring,"public String substring(int from, int to)",substring,"public String substring(int from, int to)",11.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7482fd90844696887ebb.json,,,,,,,,
record,c2t_749fdec8cb9164f81381,4159017,ok,True,toString,@Override public String toString(),toString,@Override public String toString(),7.130952,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_749fdec8cb9164f81381.json,,,,,,,,
record,c2t_74d2eabe16f7cac7106e,4159017,ok,True,execute,@Override public void execute(Machine machine),execute,@Override public void execute(Machine machine),7.613636,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_74d2eabe16f7cac7106e.json,,,,,,,,
record,c2t_750fc13b8aa8054a79a1,42949039,ok,True,validateBusinessObjectDataStorageUnitKey,public void validateBusinessObjectDataStorageUnitKey(BusinessObjectDataStorageUnitKey key),validateBusinessObjectDataStorageUnitKey,public void validateBusinessObjectDataStorageUnitKey(BusinessObjectDataStorageUnitKey key),8.333333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_750fc13b8aa8054a79a1.json,,,,,,,,
record,c2t_7576420f77a0ba0d2f6e,4159017,ok,True,jump,public static Instruction jump(int offset),jump,public static Instruction jump(int offset),10.916667,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7576420f77a0ba0d2f6e.json,,,,,,,,
record,c2t_75962b7f1c68bdfac018,42949039,ok,True,buildNotificationMessages,public List<NotificationMessage> buildNotificationMessages(NotificationEvent notificationEvent),buildNotificationMessages,public List<NotificationMessage> buildNotificationMessages(NotificationEvent notificationEvent),8.444915,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_75962b7f1c68bdfac018.json,,,,,,,,
record,c2t_7606db14cf09bc083799,42949039,ok,True,invalidateUnregisteredBusinessObjectData,"public BusinessObjectDataInvalidateUnregisteredResponse invalidateUnregisteredBusinessObjectData(
        BusinessObjectDataInvalidateUnregisteredRequest businessObjectDataInvalidateUnregisteredRequest)",invalidateUnregisteredBusinessObjectData,public BusinessObjectDataInvalidateUnregisteredResponse invalidateUnregisteredBusinessObjectData( BusinessObjectDataInvalidateUnregisteredRequest businessObjectDataInvalidateUnregisteredRequest),8.245327,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7606db14cf09bc083799.json,,,,,,,,
record,c2t_76c82a0a594e6c55eae2,42949039,ok,True,getStorageFileEntity,"public StorageFileEntity getStorageFileEntity(String storageName, String filePath)",getStorageFileEntity,"public StorageFileEntity getStorageFileEntity(StorageUnitEntity storageUnitEntity, String filePath, BusinessObjectDataKey businessObjectDataKey) throws ObjectNotFoundException, IllegalArgumentException",7.409091,True,True,False,True,False,True,1,mocks,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_76c82a0a594e6c55eae2.json,,,,,,,,
record,c2t_7701a5409e0ca6b5d91e,35897457,ok,True,getCanonicalRepresentation,public String getCanonicalRepresentation(),getCanonicalRepresentation,public String getCanonicalRepresentation(),7.783333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7701a5409e0ca6b5d91e.json,,,,,,,,
record,c2t_774b9bfa5de3bde5d1b6,4159017,ok,True,escape,public static String escape(char ch),escape,public static String escape(char ch),10.583333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_774b9bfa5de3bde5d1b6.json,,,,,,,,
record,c2t_7878f399cd852b14853f,35515269,ok,True,authenticate,@Override public Authentication authenticate(Authentication authentication),authenticate,@Override public Authentication authenticate(Authentication authentication) throws AuthenticationException,9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7878f399cd852b14853f.json,,,,,,,,
record,c2t_791e868fb6b9e182395b,42949039,ok,True,getProperty,"public static String getProperty(ConfigurationValue configurationValue, Environment environment)",getProperty,"public static <T> T getProperty(ConfigurationValue configurationValue, Class<T> targetType, Environment environment)",9.416667,True,True,False,True,False,True,1,overloads,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_791e868fb6b9e182395b.json,,,,,,,,
record,c2t_794fd087f65e4777f68d,42949039,ok,True,getDdlCharacterValue,public String getDdlCharacterValue(String string),getDdlCharacterValue,public String getDdlCharacterValue(String string),8.731481,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_794fd087f65e4777f68d.json,,,,,,,,
record,c2t_7a1acb7e8f1588c731ae,35897457,ok,True,getCanonicalRepresentation,public String getCanonicalRepresentation(),getCanonicalRepresentation,public String getCanonicalRepresentation(),7.783333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7a1acb7e8f1588c731ae.json,,,,,,,,
record,c2t_7a90b1b8972d422fbdfb,42949039,ok,True,getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",getStorageAttributeIntegerValueByName,"public Integer getStorageAttributeIntegerValueByName(String attributeName, StorageEntity storageEntity, Integer defaultValue)",8.97093,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7a90b1b8972d422fbdfb.json,,,,,,,,
record,c2t_7ac0d63dbc9c32cd871f,42949039,ok,True,doFilter,"@Override @SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST"", justification = ""The ServletRequest is cast to an HttpServletRequest which is always the case since all requests use the HTTP protocol."") public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain)",doFilter,"@Override @SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST"", justification = ""The ServletRequest is cast to an HttpServletRequest which is always the case since all requests use the HTTP protocol."") public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain) throws IOException, ServletException",6.903333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7ac0d63dbc9c32cd871f.json,,,,,,,,
record,c2t_7b0cc202bfa94693e6ef,42949039,ok,True,getPartitionValue,"public String getPartitionValue(BusinessObjectDataEntity businessObjectDataEntity, int partitionColumnPosition)",getPartitionValue,"public String getPartitionValue(BusinessObjectDataEntity businessObjectDataEntity, int partitionColumnPosition)",9.25,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7b0cc202bfa94693e6ef.json,,,,,,,,
record,c2t_7bbe3ec409282475803a,42949039,ok,True,checkNotAllowedMethod,public void checkNotAllowedMethod(String methodName),checkNotAllowedMethod,public void checkNotAllowedMethod(String methodName) throws MethodNotAllowedException,7.983333,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7bbe3ec409282475803a.json,,,,,,,,
record,c2t_7be409af49e198c4b8e5,42949039,ok,True,invalidateUnregisteredBusinessObjectData,"public BusinessObjectDataInvalidateUnregisteredResponse invalidateUnregisteredBusinessObjectData(
        BusinessObjectDataInvalidateUnregisteredRequest businessObjectDataInvalidateUnregisteredRequest)",invalidateUnregisteredBusinessObjectData,public BusinessObjectDataInvalidateUnregisteredResponse invalidateUnregisteredBusinessObjectData( BusinessObjectDataInvalidateUnregisteredRequest businessObjectDataInvalidateUnregisteredRequest),8.094538,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7be409af49e198c4b8e5.json,,,,,,,,
record,c2t_7c1690d807beb65370ae,42949039,ok,True,unmarshal,@Override public XMLGregorianCalendar unmarshal(String datetime),unmarshal,@Override public XMLGregorianCalendar unmarshal(String datetime) throws Exception,9.778571,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7c1690d807beb65370ae.json,,,,,,,,
record,c2t_7c7a68575308d8a857f5,42949039,ok,True,checkPermission,"@Before(""serviceMethods()"") public void checkPermission(JoinPoint joinPoint)",checkPermission,"@Before(""serviceMethods()"") public void checkPermission(JoinPoint joinPoint)",7.166667,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7c7a68575308d8a857f5.json,,,,,,,,
record,c2t_7cd4fc542720d428c587,42949039,ok,True,handlePersistenceException,"@ExceptionHandler(value = {JpaSystemException.class, PersistenceException.class}) @ResponseBody public ErrorInformation handlePersistenceException(Exception exception, HttpServletResponse response)",handlePersistenceException,"@ExceptionHandler(value = {JpaSystemException.class, PersistenceException.class}) @ResponseBody public ErrorInformation handlePersistenceException(Exception exception, HttpServletResponse response)",8.212963,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7cd4fc542720d428c587.json,,,,,,,,
record,c2t_7cf0ad78f218d15eb4ce,42949039,ok,True,evaluate,"private String evaluate(Reader templateReader, Map<String, Object> variables, String logTag, boolean strict)",evaluate,"private String evaluate(Reader templateReader, Map<String, Object> variables, String logTag, boolean strict)",8.53,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7cf0ad78f218d15eb4ce.json,,,,,,,,
record,c2t_7d24743620424ba22774,42949039,ok,True,getExampleClassNames,public Set<String> getExampleClassNames(),getExampleClassNames,public Set<String> getExampleClassNames(),8.75,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7d24743620424ba22774.json,,,,,,,,
record,c2t_7dead79b72282811157e,4398263,ok,True,create,public Request create(RequestType request),create,public <RequestType extends ConversationsRequest> Request create(RequestType request),6.70098,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7dead79b72282811157e.json,,,,,,,,
record,c2t_7e212d28541fc55666c0,42949039,ok,True,sendStoragePolicySelectionSqsMessage,"protected void sendStoragePolicySelectionSqsMessage(String sqsQueueName, StoragePolicySelection storagePolicySelection)",sendStoragePolicySelectionSqsMessage,"protected void sendStoragePolicySelectionSqsMessage(String sqsQueueName, StoragePolicySelection storagePolicySelection)",8.867978,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7e212d28541fc55666c0.json,,,,,,,,
record,c2t_7e4bbbdb8caef0dc860c,42949039,ok,True,matches,"public boolean matches(String string, String expression)",matches,"public boolean matches(String string, String expression)",7.644366,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7e4bbbdb8caef0dc860c.json,,,,,,,,
record,c2t_7e6dfc1deaf0c64ea571,42949039,ok,True,getBusinessObjectDataUploadCredential,"public BusinessObjectDataUploadCredential getBusinessObjectDataUploadCredential(DataBridgeBaseManifestDto manifest, String storageName,
        Integer businessObjectDataVersion, Boolean createNewVersion)",getBusinessObjectDataUploadCredential,"public StorageUnitUploadCredential getBusinessObjectDataUploadCredential(DataBridgeBaseManifestDto manifest, String storageName, Integer businessObjectDataVersion) throws ApiException, URISyntaxException, NoSuchAlgorithmException, KeyStoreException, KeyManagementException",8.723333,True,True,False,False,False,False,1,overloads,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7e6dfc1deaf0c64ea571.json,,,,,,,,
record,c2t_7ece186bb53f24817a81,42949039,ok,True,performUpload,"@SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST_OF_RETURN_VALUE"", justification = ""manifestReader.readJsonManifest will always return an UploaderInputManifestDto object."") public void performUpload(RegServerAccessParamsDto regServerAccessParamsDto, File manifestPath, S3FileTransferRequestParamsDto params,
        Boolean createNewVersion, Boolean force, Integer maxRetryAttempts, Integer retryDelaySecs)",performUpload,"@SuppressFBWarnings(value = ""BC_UNCONFIRMED_CAST_OF_RETURN_VALUE"", justification = ""manifestReader.readJsonManifest will always return an UploaderInputManifestDto object."") public void performUpload(RegServerAccessParamsDto regServerAccessParamsDto, File manifestPath, S3FileTransferRequestParamsDto params, Boolean createNewVersion, Boolean force, Integer maxRetryAttempts, Integer retryDelaySecs) throws ApiException, IOException, InterruptedException, URISyntaxException, NoSuchAlgorithmException, KeyStoreException, KeyManagementException",7.851626,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7ece186bb53f24817a81.json,,,,,,,,
record,c2t_7eec350f2ad36a8f335a,42949039,ok,True,validateGlobalAttributeDefinitionNoExists,public void validateGlobalAttributeDefinitionNoExists(GlobalAttributeDefinitionKey globalAttributeDefinitionKey),validateGlobalAttributeDefinitionNoExists,public void validateGlobalAttributeDefinitionNoExists(GlobalAttributeDefinitionKey globalAttributeDefinitionKey) throws AlreadyExistsException,8.494681,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7eec350f2ad36a8f335a.json,,,,,,,,
record,c2t_7f4205d2c4cb79c95379,42949039,ok,True,checkPermission,"@Before(""serviceMethods()"") public void checkPermission(JoinPoint joinPoint)",checkPermission,"@Before(""serviceMethods()"") public void checkPermission(JoinPoint joinPoint)",7.012821,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7f4205d2c4cb79c95379.json,,,,,,,,
record,c2t_7f7ff47c485cff6652f8,35897457,ok,True,parse,"public Iterator<Node[]> parse(Reader r, String baseURI)",parse,"public Iterator<Node[]> parse(Reader r, String baseURI) throws ParseException",8.894444,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7f7ff47c485cff6652f8.json,,,,,,,,
record,c2t_7f8f1d019e81d0ea32b4,144361208,ok,True,show,"@RequestMapping(value = ""/{id:[\\d]*}"", method = RequestMethod.GET) public String show(@PathVariable Long id, Model model)",show,"@RequestMapping(value = ""/{id:[\\d]*}"", method = RequestMethod.GET) public String show(@PathVariable Long id, Model model) throws NotFoundException",6.972222,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7f8f1d019e81d0ea32b4.json,,,,,,,,
record,c2t_7fde1b13a4b72762bd6b,42949039,ok,True,getGlobalAttributeDefinitions,"@RequestMapping(value = GLOBAL_ATTRIBUTE_DEFINITIONS_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_GLOBAL_ATTRIBUTE_DEFINITIONS_ALL_GET) public GlobalAttributeDefinitionKeys getGlobalAttributeDefinitions()",getGlobalAttributeDefinitions,"@RequestMapping(value = GLOBAL_ATTRIBUTE_DEFINITIONS_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_GLOBAL_ATTRIBUTE_DEFINITIONS_ALL_GET) public GlobalAttributeDefinitionKeys getGlobalAttributeDefinitions()",8.75,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_7fde1b13a4b72762bd6b.json,,,,,,,,
record,c2t_803f88d099369649d025,42949039,ok,True,validateAccess," void validateAccess(File propertiesFile, Boolean messageFlag)",validateAccess,"void validateAccess(File propertiesFile, Boolean messageFlag) throws IOException, ApiException",7.801975,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_803f88d099369649d025.json,,,,,,,,
record,c2t_805dd7da89351ddda80f,42949039,ok,True,checkPermission,"@Before(""serviceMethods()"") public void checkPermission(JoinPoint joinPoint)",checkPermission,"@Before(""serviceMethods()"") public void checkPermission(JoinPoint joinPoint)",7.205882,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_805dd7da89351ddda80f.json,,,,,,,,
record,c2t_80a619292653ddff71dd,42949039,ok,True,evaluate,"private String evaluate(Reader templateReader, Map<String, Object> variables, String logTag, boolean strict)",evaluate,"public String evaluate(String template, Map<String, Object> variables, String logTag)",8.164286,True,True,False,True,False,True,1,overloads,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_80a619292653ddff71dd.json,,,,,,,,
record,c2t_80cbde574f617d990477,4159017,ok,True,toString,@Override public String toString(),toString,@Override public String toString(),7.130952,True,True,True,True,True,True,1,,C:\Users\osart\Phase2_SWE_Testing-data_ingestion\artifacts\mapping\c2t_80cbde574f617d990477.json,,,,,,,,
