2026-03-01 20:53:47,597 | INFO | phase2.config | Loaded config from C:\Users\garre\Desktop\P2\New folder\phase2\configs\experiments\default.yaml
2026-03-06 16:03:14,641 | WARNING | phase2.repo | Skipping checkout for https://github.com/embulk/embulk. Repository clone not found.
2026-03-06 16:03:14,641 | WARNING | phase2.repo | Skipping checkout for https://github.com/stephan-mueller/testing-with-containers. Repository clone not found.
2026-03-06 16:03:14,642 | WARNING | phase2.repo | Skipping checkout for https://github.com/Stratio/stratio-connector-decision. Repository clone not found.
2026-03-06 16:03:14,642 | WARNING | phase2.repo | Skipping checkout for https://github.com/microsoft/accessibility-insights-for-android-service. Repository clone not found.
2026-03-06 16:03:14,642 | WARNING | phase2.repo | Skipping checkout for https://github.com/RBGKew/Reconciliation-and-Matching-Framework. Repository clone not found.
2026-03-06 16:03:14,643 | WARNING | phase2.repo | Skipping checkout for https://github.com/statefulj/statefulj. Repository clone not found.
2026-03-06 16:03:14,643 | WARNING | phase2.repo | Skipping checkout for https://github.com/openEHR/adl2-core. Repository clone not found.
2026-03-06 16:03:14,643 | WARNING | phase2.repo | Skipping checkout for https://github.com/kazusato/k8sbook. Repository clone not found.
2026-03-06 16:03:14,644 | WARNING | phase2.repo | Skipping checkout for https://github.com/badoo/hprof-tools. Repository clone not found.
2026-03-06 16:03:14,644 | WARNING | phase2.repo | Skipping checkout for https://github.com/subchen/jetbrick-template-2x. Repository clone not found.
2026-03-06 16:03:14,644 | WARNING | phase2.repo | Skipping checkout for https://github.com/nifty-gui/nifty-gui. Repository clone not found.
2026-03-06 16:03:14,645 | WARNING | phase2.repo | Skipping checkout for https://github.com/gysel/HSR-Timetable. Repository clone not found.
2026-03-06 16:03:14,645 | WARNING | phase2.repo | Skipping checkout for https://github.com/agap/luch. Repository clone not found.
2026-03-06 16:03:14,645 | WARNING | phase2.repo | Skipping checkout for https://github.com/senbox-org/snap-desktop. Repository clone not found.
2026-03-06 16:03:14,645 | WARNING | phase2.repo | Skipping checkout for https://github.com/mapsforge/mapsforge. Repository clone not found.
2026-03-06 16:03:14,646 | WARNING | phase2.repo | Skipping checkout for https://github.com/hdiv/hdiv. Repository clone not found.
2026-03-06 16:03:14,646 | WARNING | phase2.repo | Skipping checkout for https://github.com/baidu/Jprotobuf-rpc-socket. Repository clone not found.
2026-03-06 16:03:14,646 | WARNING | phase2.repo | Skipping checkout for https://github.com/oehf/coala. Repository clone not found.
2026-03-06 16:03:14,647 | WARNING | phase2.repo | Skipping checkout for https://github.com/porcelli/mule-dsl. Repository clone not found.
2026-03-06 16:03:14,647 | WARNING | phase2.repo | Skipping checkout for https://github.com/naturalis/naturalis_data_api. Repository clone not found.
2026-03-06 16:03:14,647 | WARNING | phase2.repo | Skipping checkout for https://github.com/legsem/legstar-core2. Repository clone not found.
2026-03-06 16:03:14,648 | WARNING | phase2.repo | Skipping checkout for https://github.com/nlap/dropwizard-ratelimit. Repository clone not found.
2026-03-06 16:03:14,648 | WARNING | phase2.repo | Skipping checkout for https://github.com/eckig/graph-editor. Repository clone not found.
2026-03-06 16:03:14,649 | WARNING | phase2.repo | Skipping checkout for https://github.com/udoprog/tiny-async-java. Repository clone not found.
2026-03-06 16:03:14,649 | WARNING | phase2.repo | Skipping checkout for https://github.com/terasolunaorg/terasoluna-tourreservation-mybatis3. Repository clone not found.
2026-03-06 16:03:14,649 | WARNING | phase2.repo | Skipping checkout for https://github.com/gusax/despotify. Repository clone not found.
2026-03-06 16:03:14,650 | WARNING | phase2.repo | Skipping checkout for https://github.com/rejasupotaro/kvs-schema. Repository clone not found.
2026-03-06 16:03:14,650 | WARNING | phase2.repo | Skipping checkout for https://github.com/rmuller/infomas-asl. Repository clone not found.
2026-03-06 16:03:14,650 | WARNING | phase2.repo | Skipping checkout for https://github.com/herrmanntom/setlX. Repository clone not found.
2026-03-06 16:03:14,651 | WARNING | phase2.repo | Skipping checkout for https://github.com/ibodrov/bpm. Repository clone not found.
2026-03-06 16:03:14,651 | WARNING | phase2.repo | Skipping checkout for https://github.com/soabase/soabase. Repository clone not found.
2026-03-06 16:03:14,651 | WARNING | phase2.repo | Skipping checkout for https://github.com/shrhdk/theta4j. Repository clone not found.
2026-03-06 16:03:14,652 | WARNING | phase2.repo | Skipping checkout for https://github.com/AxonFramework/AxonFramework. Repository clone not found.
2026-03-06 16:03:14,652 | WARNING | phase2.repo | Skipping checkout for https://github.com/Derek-Ashmore/moneta. Repository clone not found.
2026-03-06 16:03:14,653 | WARNING | phase2.repo | Skipping checkout for https://github.com/marcosemiao/log4jdbc. Repository clone not found.
2026-03-06 16:03:14,653 | WARNING | phase2.repo | Skipping checkout for https://github.com/fizzed/blaze. Repository clone not found.
2026-03-06 16:03:14,653 | WARNING | phase2.repo | Skipping checkout for https://github.com/BroadleafCommerce/BroadleafCommerce. Repository clone not found.
2026-03-06 16:03:14,654 | WARNING | phase2.repo | Skipping checkout for https://github.com/twasyl/SlideshowFX. Repository clone not found.
2026-03-06 16:03:14,654 | WARNING | phase2.repo | Skipping checkout for https://github.com/jaydeepw/android-utils. Repository clone not found.
2026-03-06 16:03:14,654 | WARNING | phase2.repo | Skipping checkout for https://github.com/prolificinteractive/material-calendarview. Repository clone not found.
2026-03-06 16:03:14,655 | WARNING | phase2.repo | Skipping checkout for https://github.com/danielnorberg/rut. Repository clone not found.
2026-03-06 16:03:14,655 | WARNING | phase2.repo | Skipping checkout for https://github.com/deeplearning4j/Arbiter. Repository clone not found.
2026-03-06 16:03:14,655 | WARNING | phase2.repo | Skipping checkout for https://github.com/usnistgov/rcslib. Repository clone not found.
2026-03-06 16:03:14,656 | WARNING | phase2.repo | Skipping checkout for https://github.com/ULYSSIS-KUL/ipp. Repository clone not found.
2026-03-06 16:03:14,656 | WARNING | phase2.repo | Skipping checkout for https://github.com/scaled-ml/Scaled-ML. Repository clone not found.
2026-03-06 16:03:14,656 | WARNING | phase2.repo | Skipping checkout for https://github.com/TapuGithub/gsm0348. Repository clone not found.
2026-03-06 16:03:14,657 | WARNING | phase2.repo | Skipping checkout for https://github.com/umlet/umlet. Repository clone not found.
2026-03-06 16:03:14,657 | WARNING | phase2.repo | Skipping checkout for https://github.com/thecodinglive/hanbit-gradle-book-example. Repository clone not found.
2026-03-06 16:03:14,657 | WARNING | phase2.repo | Skipping checkout for https://github.com/ylogx/CCDroid. Repository clone not found.
2026-03-06 16:03:14,658 | WARNING | phase2.repo | Skipping checkout for https://github.com/porcelli/OpenSpotLight. Repository clone not found.
2026-03-06 16:03:14,658 | WARNING | phase2.repo | Skipping checkout for https://github.com/rbieniek/BGP4J. Repository clone not found.
2026-03-06 16:03:14,658 | WARNING | phase2.repo | Skipping checkout for https://github.com/ktunaxa/rms. Repository clone not found.
2026-03-06 16:03:14,659 | WARNING | phase2.repo | Skipping checkout for https://github.com/bitnine-oss/octopus. Repository clone not found.
2026-03-06 16:03:14,659 | WARNING | phase2.repo | Skipping checkout for https://github.com/lectron/kosmos. Repository clone not found.
2026-03-06 16:03:14,659 | WARNING | phase2.repo | Skipping checkout for https://github.com/K15t/spark. Repository clone not found.
2026-03-06 16:03:14,660 | WARNING | phase2.repo | Skipping checkout for https://github.com/huizhong/fantuan. Repository clone not found.
2026-03-06 16:03:14,660 | WARNING | phase2.repo | Skipping checkout for https://github.com/yngui/jephyr. Repository clone not found.
2026-03-06 16:03:14,660 | WARNING | phase2.repo | Skipping checkout for https://github.com/OpenSilk/SyncthingAndroid. Repository clone not found.
2026-03-06 16:03:14,660 | WARNING | phase2.repo | Skipping checkout for https://github.com/bonitasoft/bonita-ui-designer. Repository clone not found.
2026-03-06 16:03:14,661 | WARNING | phase2.repo | Skipping checkout for https://github.com/CONNECT-Solution/CONNECT. Repository clone not found.
2026-03-06 16:03:14,661 | WARNING | phase2.repo | Skipping checkout for https://github.com/deephacks/RxLMDB. Repository clone not found.
2026-03-06 16:03:14,661 | WARNING | phase2.repo | Skipping checkout for https://github.com/sealuzh/PerformanceHat. Repository clone not found.
2026-03-06 16:03:14,662 | WARNING | phase2.repo | Skipping checkout for https://github.com/huxi/lilith. Repository clone not found.
2026-03-06 16:03:14,662 | WARNING | phase2.repo | Skipping checkout for https://github.com/auth0/Lock-Google.Android. Repository clone not found.
2026-03-06 16:03:14,662 | WARNING | phase2.repo | Skipping checkout for https://github.com/dkpro/dkpro-tc. Repository clone not found.
2026-03-06 16:03:14,663 | WARNING | phase2.repo | Skipping checkout for https://github.com/jbossws/jbossws-cxf. Repository clone not found.
2026-03-06 16:03:14,663 | WARNING | phase2.repo | Skipping checkout for https://github.com/NICTA/aremi-tmy. Repository clone not found.
2026-03-06 16:03:14,663 | WARNING | phase2.repo | Skipping checkout for https://github.com/neowu/cmn-project. Repository clone not found.
2026-03-06 16:03:14,664 | WARNING | phase2.repo | Skipping checkout for https://github.com/dschadow/ApplicationIntrusionDetection. Repository clone not found.
2026-03-06 16:03:14,664 | WARNING | phase2.repo | Skipping checkout for https://github.com/dhonza/JCOOL. Repository clone not found.
2026-03-06 16:03:14,664 | WARNING | phase2.repo | Skipping checkout for https://github.com/KRMAssociatesInc/eHMP. Repository clone not found.
2026-03-06 16:03:14,665 | WARNING | phase2.repo | Skipping checkout for https://github.com/SIGLUS/lmis-moz-mobile. Repository clone not found.
2026-03-06 16:03:14,665 | WARNING | phase2.repo | Skipping checkout for https://github.com/jkiddo/gmusic.api. Repository clone not found.
2026-03-06 16:03:14,665 | WARNING | phase2.repo | Skipping checkout for https://github.com/florent37/Carpaccio. Repository clone not found.
2026-03-06 16:03:14,665 | WARNING | phase2.repo | Skipping checkout for https://github.com/uber/tchannel-java. Repository clone not found.
2026-03-06 16:03:14,666 | WARNING | phase2.repo | Skipping checkout for https://github.com/real-logic/benchmarks. Repository clone not found.
2026-03-06 16:03:14,666 | WARNING | phase2.repo | Skipping checkout for https://github.com/jordyamc/Animeflv. Repository clone not found.
2026-03-06 16:03:14,666 | WARNING | phase2.repo | Skipping checkout for https://github.com/FUNCATE/geotools-android. Repository clone not found.
2026-03-06 16:03:14,667 | WARNING | phase2.repo | Skipping checkout for https://github.com/yeungeek/android-platform-tools-base. Repository clone not found.
2026-03-06 16:03:14,667 | WARNING | phase2.repo | Skipping checkout for https://github.com/EliFUT/android. Repository clone not found.
2026-03-06 16:03:14,668 | WARNING | phase2.repo | Skipping checkout for https://github.com/SMARTRACTECHNOLOGY/smartcosmos-framework. Repository clone not found.
2026-03-06 16:03:14,668 | WARNING | phase2.repo | Skipping checkout for https://github.com/apache/attic-apex-core. Repository clone not found.
2026-03-06 16:03:14,668 | WARNING | phase2.repo | Skipping checkout for https://github.com/fortitudetec/presto-plugins. Repository clone not found.
2026-03-06 16:03:14,669 | WARNING | phase2.repo | Skipping checkout for https://github.com/jbonofre/karaf-boot. Repository clone not found.
2026-03-06 16:03:14,669 | WARNING | phase2.repo | Skipping checkout for https://github.com/childe/hangout. Repository clone not found.
2026-03-06 16:03:14,669 | WARNING | phase2.repo | Skipping checkout for https://github.com/arhangeldim/tehnotrack-mail. Repository clone not found.
2026-03-06 16:03:14,670 | WARNING | phase2.repo | Skipping checkout for https://github.com/loye168/tddl5. Repository clone not found.
2026-03-06 16:03:14,670 | WARNING | phase2.repo | Skipping checkout for https://github.com/CesarValiente/PermissionsSample. Repository clone not found.
2026-03-06 16:03:14,670 | WARNING | phase2.repo | Skipping checkout for https://github.com/ResearchStack/ResearchStack. Repository clone not found.
2026-03-06 16:03:14,671 | WARNING | phase2.repo | Skipping checkout for https://github.com/openpreserve/plato. Repository clone not found.
2026-03-06 16:03:14,671 | WARNING | phase2.repo | Skipping checkout for https://github.com/KeepSafe/ReLinker. Repository clone not found.
2026-03-06 16:07:22,697 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 16:07:22,698 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 16:13:59,328 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 16:13:59,329 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 16:22:46,281 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 16:22:46,282 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 16:30:27,266 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 16:30:27,267 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 16:52:10,030 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 16:52:10,031 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 16:52:41,645 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 16:52:41,646 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 16:52:41,725 | INFO | phase2.repo | Cloning https://github.com/trimou/trimou into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\10064418
2026-03-06 16:52:49,530 | INFO | phase2.repo | Cloning https://github.com/eternita/workflow into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\10065023
2026-03-06 16:52:57,008 | INFO | phase2.repo | Cloning https://github.com/oussaki/RxDownloader into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\101179084
2026-03-06 16:52:59,722 | INFO | phase2.repo | Cloning https://github.com/j-easy/easy-random into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\10144081
2026-03-06 16:53:07,747 | INFO | phase2.repo | Cloning https://github.com/Teester/Whats-Nearby into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\101884957
2026-03-06 16:53:36,823 | INFO | phase2.repo | Cloning https://github.com/jenkinsci/archetypes into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\102138890
2026-03-06 16:53:38,417 | INFO | phase2.repo | Cloning https://github.com/google/auto into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\10230369
2026-03-06 16:53:46,564 | INFO | phase2.repo | Cloning https://github.com/tolpp/memguard into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\102597994
2026-03-06 16:53:47,928 | INFO | phase2.repo | Cloning https://github.com/cescoffier/vertx-kubernetes-workshop into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\102608940
2026-03-06 16:53:50,133 | INFO | phase2.repo | Cloning https://github.com/fabric8-updatebot/updatebot into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\104516152
2026-03-06 16:53:51,829 | INFO | phase2.repo | Cloning https://github.com/Dromara/hmily into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\105110479
2026-03-06 16:53:53,802 | WARNING | phase2.repo | Skipping dead repository https://github.com/Dromara/hmily. Git error code: 128
2026-03-06 16:53:53,803 | INFO | phase2.repo | Cloning https://github.com/emcvipr/dataservices-sdk-java into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\10609318
2026-03-06 16:53:57,437 | INFO | phase2.repo | Cloning https://github.com/iovka/shex-java into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\106459277
2026-03-06 16:54:05,324 | INFO | phase2.repo | Cloning https://github.com/Activiti/activiti-cloud-audit-service into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\106921925
2026-03-06 16:54:07,244 | INFO | phase2.repo | Cloning https://github.com/Devskiller/jpa2ddl into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\107165228
2026-03-06 16:54:08,886 | INFO | phase2.repo | Cloning https://github.com/roshakorost/Phial into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\107873649
2026-03-06 16:54:11,055 | INFO | phase2.repo | Cloning https://github.com/EngineHub/WorldGuard into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\1090553
2026-03-06 16:54:13,973 | INFO | phase2.repo | Cloning https://github.com/V0G3L/treff. into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\109394368
2026-03-06 16:54:19,525 | INFO | phase2.repo | Cloning https://github.com/dbiir/pard into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\109554170
2026-03-06 16:54:22,509 | INFO | phase2.repo | Cloning https://github.com/braunit/ProgressiveCode into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\110390408
2026-03-06 16:54:24,724 | INFO | phase2.repo | Cloning https://github.com/ePages-de/restdocs-raml into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\110937663
2026-03-06 16:54:26,554 | INFO | phase2.repo | Cloning https://github.com/Qi4j/qi4j-sdk into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\1116314
2026-03-06 16:54:39,974 | WARNING | phase2.repo | Skipping dead repository https://github.com/Qi4j/qi4j-sdk. Git error code: 128
2026-03-06 16:54:39,975 | INFO | phase2.repo | Cloning https://github.com/tyrus-project/tyrus into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\11281607
2026-03-06 16:54:41,375 | INFO | phase2.repo | Cloning https://github.com/hzfengjian/rocketmq_trans_message into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\112941183
2026-03-06 16:54:44,318 | INFO | phase2.repo | Cloning https://github.com/CollaborationInEncapsulation/from-zero-to-reactive-hero into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\114418594
2026-03-06 16:54:46,198 | INFO | phase2.repo | Cloning https://github.com/easymock/objenesis into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\11453959
2026-03-06 16:54:48,947 | INFO | phase2.repo | Cloning https://github.com/huaweicloudsdk/huaweicloud-cs-sdk into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\114949862
2026-03-06 16:54:51,354 | INFO | phase2.repo | Cloning https://github.com/xiaoyao9184/hj-t212-parser into C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\repos\115072985
2026-03-06 16:55:02,581 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 16:55:02,582 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 17:00:26,145 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 17:00:26,145 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 17:01:24,137 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 17:01:24,138 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 17:01:39,540 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 17:01:39,540 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 17:01:50,752 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 17:01:50,753 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 17:15:42,279 | ERROR | phase2.pinning | Pin verification failed for repo_id=42987615 dataset_id=c2t_1de8ff2c3fe814299871
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    test_source = _git_file_content(repo_path, candidate_sha, test_file_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 93, in _git_file_content
    return _run_git(["show", f"{commit}:{git_rel_path}"], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 35, in _run_git
    return completed.stdout.strip()
           ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'strip'
2026-03-06 17:15:58,639 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 17:15:58,640 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 17:16:40,647 | ERROR | phase2.pinning | Pin verification failed for repo_id=42987615 dataset_id=c2t_20398a5cecfa60a70d13
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    test_source = _git_file_content(repo_path, candidate_sha, test_file_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 93, in _git_file_content
    return _run_git(["show", f"{commit}:{git_rel_path}"], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 35, in _run_git
    return completed.stdout.strip()
           ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'strip'
2026-03-06 17:19:01,325 | ERROR | phase2.pinning | Pin verification failed for repo_id=42987615 dataset_id=c2t_2432834c088a132ff700
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    test_source = _git_file_content(repo_path, candidate_sha, test_file_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 93, in _git_file_content
    return _run_git(["show", f"{commit}:{git_rel_path}"], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 35, in _run_git
    return completed.stdout.strip()
           ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'strip'
2026-03-06 17:20:00,809 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 17:20:00,809 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 17:21:40,954 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 17:21:40,955 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 17:23:10,234 | INFO | phase2.config | Loaded config from C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\configs\experiments\default.yaml
2026-03-06 17:23:10,234 | INFO | phase2.cli | Logs writing to C:\Users\osart\Phase2_SWE_Testing-data_ingestion\Phase2_SWE_Testing-data_ingestion\phase2\artifacts\logs\phase2.log
2026-03-06 17:23:14,962 | ERROR | phase2.pinning | Pin verification failed for repo_id=17612803 dataset_id=c2t_2c89df18a6b87fdc9176
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 247, in verify_base_commit_pins
    focal_source = _git_file_content(repo_path, candidate_sha, focal_file_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 93, in _git_file_content
    return _run_git(["show", f"{commit}:{git_rel_path}"], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 35, in _run_git
    return completed.stdout.strip()
           ^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'strip'
2026-03-06 17:24:13,862 | ERROR | phase2.pinning | Pin verification failed for repo_id=42987615 dataset_id=c2t_2e27ee75be28ebbf0461
Traceback (most recent call last):
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    test_source = _git_file_content(repo_path, candidate_sha, test_file_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 93, in _git_file_content
    return _run_git(["show", f"{commit}:{git_rel_path}"], cwd=repo_path)
  File "C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\src\phase2\pinning.py", line 35, in _run_git
    return completed.stdout.strip()
           ^^^^^^^^^^^^^^^^^^^^^^
